loan_id,age,annual_income,employment_years,employment_type,credit_score_orig,credit_score_current,score_change,loan_type,loan_amount,outstanding_balance,credit_limit,drawn_balance,undrawn_balance,utilization_rate,remaining_months,interest_rate,debt_to_income,ltv_ratio,collateral_value,num_delinquencies,days_past_due,default_flag,recovery_rate,lgd_true,ead_true,ccf_true,pd_true,stage
LN000117,23,109137.2,6.2,Autonomo,815,872,57,Imobiliario,233570.65,203386.6,233570.65,203386.6,0.0,0.8708,174,0.112,0.7827,0.7215,281907.97,0,0,0,0.6326,0.3674,203386.6,0.6301,0.010174,1
LN000118,28,43342.27,10.6,CNPJ,765,867,102,Imobiliario,497423.45,353495.16,497423.45,353495.16,0.0,0.7107,284,0.063,2.0,0.4743,745220.66,0,0,0,0.5639,0.4361,353495.16,0.7072,0.015017,1
LN000119,34,89989.0,15.9,CLT,398,444,46,Imobiliario,145556.15,59071.02,145556.15,59071.02,0.0,0.4058,65,0.066,0.2757,0.2689,219643.45,1,15,0,0.8156,0.1844,59071.02,0.7906,0.025531,1
LN000120,27,55956.59,1.2,Autonomo,836,773,-63,Cartao,16215.91,13923.88,16514.59,12414.52,4100.07,0.7517,47,0.3074,0.1045,2.0,1777.35,0,0,0,0.0641,0.9359,14264.41,0.4512,0.004662,1
LN000121,43,30324.89,13.0,CNPJ,619,502,-117,Imobiliario,191286.2,113797.2,191286.2,113797.2,0.0,0.5949,61,0.0734,1.5761,0.5297,214847.24,1,15,0,0.7601,0.2399,113797.2,0.6645,0.114865,2
LN000122,55,45813.36,16.1,Autonomo,868,901,33,Pessoal,19940.38,16396.85,19940.38,16396.85,0.0,0.8223,14,0.2853,0.1503,2.0,1072.58,1,60,0,0.0826,0.9174,16396.85,0.7615,0.02565,2
LN000123,54,44593.09,13.4,CLT,571,475,-96,Cartao,13699.29,6543.81,9221.56,2055.11,7166.45,0.2229,27,0.4194,0.0616,2.0,1714.73,2,15,0,0.0723,0.9277,7110.32,0.7054,0.082741,1
LN000124,45,34446.79,13.7,Autonomo,631,542,-89,Cartao,27317.69,19551.8,12032.06,2051.93,9980.13,0.1705,12,0.2709,0.2384,2.0,4390.77,0,0,0,0.0551,0.9449,8849.26,0.6811,0.039837,1
LN000125,64,71575.91,9.8,Aposentado,661,661,0,Cartao,22897.56,9284.26,3894.8,3014.38,880.42,0.7739,21,0.355,0.0545,2.0,4202.35,0,0,0,0.0927,0.9073,3651.81,0.724,0.008478,1
LN000126,50,63102.77,15.5,Servidor_Publico,528,568,40,Pessoal,8803.72,5684.78,8803.72,5684.78,0.0,0.6457,11,0.3028,0.0378,2.0,1326.6,0,0,0,0.0875,0.9125,5684.78,0.6303,0.012571,1
LN000127,25,19265.62,4.4,Aposentado,439,398,-41,Imobiliario,142136.11,28539.77,142136.11,28539.77,0.0,0.2008,138,0.1212,0.6222,0.1748,163250.72,1,30,1,0.7013,0.2987,28539.77,0.5701,0.426605,3
LN000128,60,18518.18,5.9,CNPJ,338,307,-31,Veiculos,14504.95,4841.15,14504.95,4841.15,0.0,0.3338,30,0.086,0.1098,0.2842,17032.21,0,0,0,0.5532,0.4468,4841.15,0.6136,0.037569,1
LN000129,50,71399.41,13.6,CLT,1000,976,-24,Veiculos,39453.29,5727.44,39453.29,5727.44,0.0,0.1452,42,0.1504,0.0337,0.1231,46522.63,0,0,0,0.4722,0.5278,5727.44,0.6131,0.000495,1
LN000130,53,31890.51,15.5,Servidor_Publico,433,349,-84,Pessoal,9250.2,6848.9,9250.2,6848.9,0.0,0.7404,46,0.191,0.0902,2.0,1426.32,0,0,0,0.1253,0.8747,6848.9,0.7273,0.02487,1
LN000131,50,65928.54,19.6,Servidor_Publico,434,390,-44,Veiculos,31125.97,18313.67,31125.97,18313.67,0.0,0.5884,25,0.1266,0.1167,0.5236,34979.24,1,15,0,0.3778,0.6222,18313.67,0.7001,0.021101,1
LN000132,49,90003.65,24.4,CNPJ,724,587,-137,Imobiliario,598370.44,470627.41,598370.44,470627.41,0.0,0.7865,169,0.0754,2.0,0.6418,733277.24,1,15,0,0.6745,0.3255,470627.41,0.7924,0.067278,2
LN000133,26,23715.42,6.5,CLT,464,504,40,Imobiliario,615460.4,194086.74,615460.4,194086.74,0.0,0.3154,328,0.1112,2.0,0.2728,711368.63,0,0,0,0.8039,0.1961,194086.74,0.5465,0.134489,1
LN000134,49,21644.37,5.0,CNPJ,440,634,194,Veiculos,18355.71,8066.84,18355.71,8066.84,0.0,0.4395,20,0.1374,0.1565,0.3566,22619.32,0,0,0,0.5026,0.4974,8066.84,0.6527,0.003946,1
LN000135,61,160874.62,17.2,CLT,276,265,-11,Cartao,9086.49,4909.89,15917.21,3441.22,12475.99,0.2162,34,0.3634,0.0128,2.0,1247.72,0,0,0,0.0869,0.9131,11291.8,0.6293,0.0816,1
LN000136,37,68085.6,7.8,Servidor_Publico,688,762,74,Pessoal,19067.48,15394.37,19067.48,15394.37,0.0,0.8074,20,0.2411,0.095,2.0,969.22,0,0,0,0.0743,0.9257,15394.37,0.7656,0.003297,1
LN000137,52,41253.6,10.0,Autonomo,510,475,-35,Imobiliario,349429.09,171059.93,349429.09,171059.93,0.0,0.4895,211,0.104,1.7415,0.4384,390168.9,0,0,1,0.8487,0.1513,171059.93,0.6266,0.117352,3
LN000138,23,29523.41,16.2,CLT,733,617,-116,Empresarial,175874.02,137154.58,16587.86,4136.88,12450.99,0.2494,12,0.2991,1.9512,2.0,15137.03,3,30,0,0.2921,0.7079,12412.0,0.6646,0.389965,2
LN000139,39,38879.15,11.6,Autonomo,640,793,153,Pessoal,23918.8,15002.6,23918.8,15002.6,0.0,0.6272,35,0.1415,0.1621,2.0,2321.4,0,0,0,0.0624,0.9376,15002.6,0.6041,0.006578,1
LN000140,43,24987.43,15.2,CLT,661,582,-79,Cartao,13080.65,11866.0,10281.79,1331.11,8950.68,0.1295,32,0.3473,0.1994,2.0,2340.89,0,0,0,0.0526,0.9474,6775.03,0.6082,0.00997,1
LN000141,71,96203.2,6.1,CNPJ,591,647,56,Cartao,22339.98,12049.21,5026.85,1413.5,3613.35,0.2812,38,0.3542,0.0526,2.0,3952.46,2,15,0,0.0428,0.9572,3658.77,0.6214,0.024593,1
LN000142,32,32699.39,12.4,Aposentado,614,615,1,Pessoal,9936.05,6639.32,9936.05,6639.32,0.0,0.6682,19,0.1219,0.0853,2.0,596.6,0,0,0,0.1074,0.8926,6639.32,0.5966,0.020788,1
LN000143,35,110282.16,12.3,CLT,533,607,74,Empresarial,31237.39,21287.89,12193.99,2856.51,9337.47,0.2343,38,0.2291,0.0811,2.0,4461.24,0,0,0,0.1375,0.8625,8438.59,0.5978,0.00742,1
LN000144,42,41755.7,19.4,CLT,545,524,-21,Veiculos,12023.44,8458.88,12023.44,8458.88,0.0,0.7035,40,0.1191,0.0851,0.5514,15340.26,4,15,0,0.5788,0.4212,8458.88,0.6812,0.030778,1
LN000145,71,27496.73,21.9,Aposentado,507,404,-103,Cartao,6911.31,6313.84,15506.05,3985.65,11520.4,0.257,30,0.1797,0.0964,2.0,700.6,2,30,1,0.1069,0.8931,10698.9,0.5827,0.168965,3
LN000146,64,41064.69,7.7,CLT,846,781,-65,Imobiliario,159973.75,123301.18,159973.75,123301.18,0.0,0.7708,192,0.1029,1.2611,0.6312,195359.31,0,0,0,0.7566,0.2434,123301.18,0.6874,0.018011,1
LN000147,23,15000.0,5.4,CLT,598,759,161,Empresarial,107420.58,64402.08,42444.7,7601.47,34843.23,0.1791,35,0.1347,1.8033,2.0,19607.72,0,0,0,0.1819,0.8181,27400.21,0.5682,0.052429,1
LN000148,33,50086.18,15.7,CNPJ,355,363,8,Pessoal,17401.96,11026.3,17401.96,11026.3,0.0,0.6336,22,0.3024,0.0925,2.0,862.64,0,0,0,0.0638,0.9362,11026.3,0.7379,0.040348,1
LN000149,63,48505.02,3.2,CLT,683,831,148,Imobiliario,316762.9,182593.47,316762.9,182593.47,0.0,0.5764,158,0.0967,1.5811,0.3989,457761.53,0,0,0,0.6098,0.3902,182593.47,0.6327,0.021216,1
LN000150,24,92603.55,16.4,CLT,545,502,-43,Pessoal,4591.86,2944.6,4591.86,2944.6,0.0,0.6413,7,0.1644,0.0134,2.0,824.89,0,0,0,0.1176,0.8824,2944.6,0.6326,0.029918,1
LN000151,64,15897.26,17.1,Autonomo,644,682,38,Imobiliario,343440.07,307120.41,343440.07,307120.41,0.0,0.8942,115,0.1026,2.0,0.6015,510621.42,1,30,0,0.681,0.319,307120.41,0.5983,0.045213,2
LN000152,36,115290.83,7.3,CNPJ,614,502,-112,Veiculos,58895.08,39769.4,58895.08,39769.4,0.0,0.6753,36,0.1237,0.1449,0.5557,71562.27,0,0,0,0.6568,0.3432,39769.4,0.7241,0.007938,2
LN000153,67,92354.48,1.4,CLT,843,830,-13,Cartao,7678.45,3234.91,9235.03,4070.43,5164.59,0.4408,41,0.3321,0.0147,2.0,1403.31,0,0,0,0.0805,0.9195,7991.91,0.7593,0.002764,1
LN000154,36,122250.6,18.1,Servidor_Publico,600,751,151,Veiculos,31247.63,24649.81,31247.63,24649.81,0.0,0.7889,52,0.1395,0.0847,0.6603,37329.25,0,0,0,0.7045,0.2955,24649.81,0.7541,0.000997,1
LN000155,43,52351.25,22.7,CLT,756,682,-74,Pessoal,13539.53,5524.46,13539.53,5524.46,0.0,0.408,33,0.2098,0.0443,2.0,461.82,0,0,0,0.0683,0.9317,5524.46,0.5225,0.008023,1
LN000156,55,104718.7,21.9,CLT,742,675,-67,Pessoal,4828.17,2000.83,4828.17,2000.83,0.0,0.4144,18,0.1438,0.008,2.0,842.44,0,0,0,0.0532,0.9468,2000.83,0.5684,0.004207,1
LN000157,28,20820.46,22.3,Aposentado,472,519,47,Empresarial,18992.8,6182.15,16806.14,2696.6,14109.54,0.1605,39,0.2395,0.1247,2.0,1626.31,1,45,0,0.1974,0.8026,11999.52,0.6593,0.07815,2
LN000158,49,86118.62,4.2,Servidor_Publico,674,667,-7,Empresarial,120015.57,64361.82,26044.07,14102.85,11941.22,0.5415,42,0.1402,0.3139,2.0,11234.05,0,0,0,0.1942,0.8058,21493.99,0.619,0.007735,1
LN000159,47,32818.39,10.8,CNPJ,551,678,127,Imobiliario,182275.52,101534.04,182275.52,101534.04,0.0,0.557,118,0.1212,1.2994,0.4625,219549.32,0,0,0,0.7105,0.2895,101534.04,0.5861,0.030428,1
LN000160,61,18519.67,12.2,CNPJ,492,458,-34,Imobiliario,419526.05,238118.25,419526.05,238118.25,0.0,0.5676,196,0.1014,2.0,0.4648,512253.29,0,0,0,0.6661,0.3339,238118.25,0.6661,0.141278,1
LN000161,71,26090.03,11.2,Autonomo,493,483,-10,Imobiliario,228769.65,184382.96,228769.65,184382.96,0.0,0.806,168,0.0847,2.0,0.6009,306844.38,1,15,1,0.7901,0.2099,184382.96,0.7669,0.268955,3
LN000162,55,54371.49,15.3,CNPJ,756,764,8,Veiculos,30828.92,13134.26,30828.92,13134.26,0.0,0.426,22,0.0898,0.1015,0.3336,39373.45,1,15,0,0.5492,0.4508,13134.26,0.5896,0.004217,1
LN000163,42,31704.23,5.1,CLT,993,897,-96,Imobiliario,331184.46,126314.71,331184.46,126314.71,0.0,0.3814,231,0.0772,1.6733,0.2654,476019.03,4,90,0,0.6934,0.3066,126314.71,0.6142,0.208656,2
LN000164,42,69178.67,3.1,CLT,545,432,-113,Veiculos,30065.93,27148.2,30065.93,27148.2,0.0,0.903,44,0.1532,0.1648,0.7277,37308.69,1,30,0,0.5432,0.4568,27148.2,0.5918,0.037512,2
LN000165,42,16724.76,2.4,CLT,678,558,-120,Cartao,11871.88,6139.3,8981.08,2001.34,6979.75,0.2228,34,0.3545,0.1542,2.0,1258.23,0,0,0,0.1051,0.8949,5979.41,0.5699,0.02393,2
LN000166,62,15000.0,18.4,Aposentado,690,426,-264,Pessoal,20581.61,10977.29,20581.61,10977.29,0.0,0.5334,36,0.3426,0.3074,2.0,1590.0,1,30,0,0.1099,0.8901,10977.29,0.627,0.059263,2
LN000167,38,132197.44,4.2,Servidor_Publico,581,559,-22,Pessoal,3674.72,2555.71,3674.72,2555.71,0.0,0.6955,13,0.3373,0.0081,2.0,444.21,0,0,1,0.155,0.845,2555.71,0.6766,0.011422,3
LN000168,30,97486.59,11.1,CLT,832,719,-113,Imobiliario,349561.03,89615.69,349561.03,89615.69,0.0,0.2564,116,0.1278,0.3861,0.1718,521746.66,0,0,0,0.7723,0.2277,89615.69,0.5804,0.001835,2
LN000169,38,27390.65,7.1,CLT,935,879,-56,Imobiliario,265017.43,223332.39,265017.43,223332.39,0.0,0.8427,101,0.0753,2.0,0.6734,331626.06,0,0,0,0.7473,0.2527,223332.39,0.68,0.008578,1
LN000170,23,54070.84,7.3,Autonomo,572,633,61,Imobiliario,224231.65,206576.35,224231.65,206576.35,0.0,0.9213,161,0.1272,1.6046,0.8173,252742.15,2,45,0,0.7378,0.2622,206576.35,0.6291,0.293844,2
LN000171,27,105101.26,9.2,CLT,875,789,-86,Imobiliario,130360.05,100605.13,130360.05,100605.13,0.0,0.7717,163,0.1158,0.402,0.6558,153402.4,2,15,0,0.562,0.438,100605.13,0.6788,0.011119,1
LN000172,26,71145.36,7.5,Servidor_Publico,578,614,36,Cartao,17576.81,8716.38,28980.7,16078.36,12902.33,0.5548,9,0.3076,0.0515,2.0,1313.15,0,0,0,0.0639,0.9361,24693.35,0.6677,0.009049,1
LN000173,60,59655.7,3.1,Autonomo,523,389,-134,Empresarial,54414.94,34490.12,20142.72,6280.94,13861.77,0.3118,47,0.148,0.2428,2.0,1711.16,0,0,0,0.2666,0.7334,16463.56,0.7346,0.057496,2
LN000174,58,110398.32,9.2,Autonomo,631,564,-67,Cartao,10827.59,9411.05,5966.62,1748.67,4217.95,0.2931,6,0.2362,0.0358,2.0,2017.28,2,120,0,0.0917,0.9083,4172.39,0.5746,0.450088,2
LN000175,56,33692.71,6.2,CLT,762,877,115,Empresarial,122161.82,105855.02,10033.39,7643.48,2389.92,0.7618,19,0.2066,1.3195,2.0,17942.05,0,0,0,0.1459,0.8541,9443.69,0.7533,0.023012,1
LN000176,45,55285.5,6.0,Servidor_Publico,636,588,-48,Imobiliario,340700.34,210244.07,340700.34,210244.07,0.0,0.6171,69,0.1,1.5972,0.4192,501482.49,0,0,0,0.7379,0.2621,210244.07,0.6314,0.038554,1
LN000177,57,53551.46,26.4,CLT,745,826,81,Veiculos,46021.52,31480.6,46021.52,31480.6,0.0,0.684,49,0.084,0.2469,0.5171,60875.75,1,90,0,0.6731,0.3269,31480.6,0.585,0.011595,2
LN000178,30,45374.46,3.7,Aposentado,679,840,161,Imobiliario,457344.91,292738.83,457344.91,292738.83,0.0,0.6401,78,0.0816,2.0,0.438,668328.72,0,0,0,0.745,0.255,292738.83,0.6983,0.009112,1
LN000179,67,42050.49,8.9,CLT,825,778,-47,Imobiliario,229305.99,144158.64,229305.99,144158.64,0.0,0.6287,128,0.0811,1.4399,0.4109,350843.7,0,0,0,0.7867,0.2133,144158.64,0.6477,0.018561,1
LN000180,47,56804.13,11.7,CNPJ,718,653,-65,Imobiliario,319754.43,283012.66,319754.43,283012.66,0.0,0.8851,291,0.0722,2.0,0.6294,449637.75,1,60,0,0.8111,0.1889,283012.66,0.6257,0.21561,2
LN000181,68,55401.66,26.4,CNPJ,848,670,-178,Pessoal,8727.09,4566.74,8727.09,4566.74,0.0,0.5233,14,0.2495,0.0346,2.0,898.95,0,0,0,0.1171,0.8829,4566.74,0.6041,0.0088,2
LN000182,29,27406.13,4.8,Autonomo,538,544,6,Veiculos,19761.19,13367.51,19761.19,13367.51,0.0,0.6765,56,0.1077,0.2049,0.5585,23935.36,0,0,0,0.4752,0.5248,13367.51,0.7116,0.012382,1
LN000183,46,91232.58,21.2,CLT,623,636,13,Empresarial,343233.7,258805.76,13555.13,663.5,12891.63,0.0489,44,0.1811,1.1914,2.0,51794.74,0,0,1,0.2041,0.7959,8818.2,0.6326,0.066236,3
LN000184,56,28720.02,9.1,CLT,649,691,42,Imobiliario,349929.57,277288.14,349929.57,277288.14,0.0,0.7924,119,0.1269,2.0,0.6861,404171.44,1,120,0,0.7817,0.2183,277288.14,0.6241,0.423496,2
LN000185,46,47011.53,9.3,Autonomo,538,627,89,Pessoal,9142.44,6566.7,9142.44,6566.7,0.0,0.7183,37,0.3197,0.0587,2.0,1253.96,0,0,0,0.1132,0.8868,6566.7,0.7274,0.019588,1
LN000186,44,44715.15,14.8,CLT,519,427,-92,Pessoal,13764.63,11348.81,13764.63,11348.81,0.0,0.8245,16,0.2106,0.1066,2.0,2463.45,0,0,0,0.0729,0.9271,11348.81,0.7047,0.039361,1
LN000187,30,68375.33,23.1,CLT,699,824,125,Pessoal,13726.35,5414.9,13726.35,5414.9,0.0,0.3945,29,0.3262,0.0333,2.0,1921.65,0,0,0,0.1042,0.8958,5414.9,0.7149,0.00254,1
LN000188,41,15000.0,7.5,CLT,736,699,-37,Veiculos,29739.81,14659.15,29739.81,14659.15,0.0,0.4929,14,0.1802,0.4105,0.4348,33711.26,1,15,0,0.6183,0.3817,14659.15,0.7125,0.013612,1
LN000189,33,96673.19,12.2,Aposentado,664,676,12,Imobiliario,347404.2,223294.65,347404.2,223294.65,0.0,0.6428,104,0.0693,0.9701,0.4607,484638.53,0,0,0,0.7112,0.2888,223294.65,0.7318,0.02945,1
LN000190,37,34890.03,11.2,Servidor_Publico,787,766,-21,Veiculos,35614.51,14367.69,35614.51,14367.69,0.0,0.4034,51,0.1566,0.173,0.3444,41722.97,1,30,0,0.5669,0.4331,14367.69,0.5833,0.00329,2
LN000191,56,119727.8,10.9,Servidor_Publico,506,433,-73,Imobiliario,1142805.34,628976.21,1142805.34,628976.21,0.0,0.5504,267,0.0758,2.0,0.4201,1497156.64,1,30,0,0.5424,0.4576,628976.21,0.6745,0.200797,2
LN000192,53,39703.43,16.3,Autonomo,599,494,-105,Imobiliario,161761.0,111639.9,161761.0,111639.9,0.0,0.6902,149,0.0889,1.181,0.487,229221.72,0,0,0,0.7553,0.2447,111639.9,0.7259,0.093799,2
LN000193,52,52483.37,6.4,Autonomo,496,496,0,Imobiliario,212996.29,122461.27,212996.29,122461.27,0.0,0.5749,185,0.0601,0.98,0.3866,316743.02,1,15,1,0.749,0.251,122461.27,0.6539,0.199549,3
LN000194,40,187955.58,8.1,CNPJ,668,580,-88,Pessoal,6972.18,4314.39,6972.18,4314.39,0.0,0.6188,47,0.2316,0.0096,2.0,441.13,1,45,0,0.0663,0.9337,4314.39,0.6778,0.057644,2
LN000195,69,45239.69,3.2,CLT,713,681,-32,Empresarial,33783.88,20681.19,16449.3,8083.83,8365.47,0.4914,22,0.2946,0.192,2.0,396.63,1,120,0,0.1966,0.8034,13563.78,0.6551,0.107477,2
LN000196,26,121206.67,14.1,Servidor_Publico,824,778,-46,Imobiliario,206985.05,86429.79,206985.05,86429.79,0.0,0.4176,127,0.1022,0.2995,0.2812,307318.4,3,60,0,0.8128,0.1872,86429.79,0.5978,0.009687,2
LN000197,39,55568.92,10.6,Servidor_Publico,496,453,-43,Veiculos,27876.7,5537.85,27876.7,5537.85,0.0,0.1987,53,0.1362,0.0419,0.1861,29756.14,0,0,0,0.622,0.378,5537.85,0.6272,0.005252,1
LN000198,27,70970.69,22.8,CLT,698,548,-150,Imobiliario,213533.22,131729.85,213533.22,131729.85,0.0,0.6169,175,0.0685,0.7796,0.4101,321213.88,0,0,0,0.555,0.445,131729.85,0.6744,0.051593,2
LN000199,38,56696.8,4.7,Autonomo,836,583,-253,Imobiliario,188505.02,87501.85,188505.02,87501.85,0.0,0.4642,325,0.0697,0.6482,0.3254,268886.02,0,0,0,0.7881,0.2119,87501.85,0.6562,0.079894,2
LN000200,70,94005.03,28.3,CLT,519,566,47,Veiculos,61214.51,32330.06,61214.51,32330.06,0.0,0.5281,23,0.1317,0.1444,0.4013,80557.45,0,0,0,0.6153,0.3847,32330.06,0.6804,0.005129,1
LN000201,40,34696.86,15.5,CLT,489,558,69,Cartao,14555.47,6512.32,10708.63,2580.55,8128.07,0.241,7,0.2017,0.0788,1.0,78.06,0,0,0,0.1234,0.8766,7937.83,0.6591,0.008633,1
LN000202,67,28577.31,1.5,CNPJ,458,250,-208,Imobiliario,831716.21,415078.39,831716.21,415078.39,0.0,0.4991,232,0.1134,2.0,0.3248,1277788.08,0,0,0,0.7731,0.2269,415078.39,0.6092,0.321658,2
LN000203,46,35772.17,15.1,Autonomo,731,747,16,Imobiliario,824567.29,412965.14,824567.29,412965.14,0.0,0.5008,136,0.1089,2.0,0.4124,1001393.96,0,0,0,0.7221,0.2779,412965.14,0.6212,0.031351,1
LN000204,56,57803.91,7.0,CLT,555,556,1,Empresarial,126204.51,119903.02,3644.83,1025.86,2618.96,0.2815,42,0.3137,0.8712,2.0,1934.28,0,0,0,0.2448,0.7552,2212.02,0.4529,0.135918,1
LN000205,44,46932.6,8.7,CLT,712,597,-115,Pessoal,9324.3,5118.44,9324.3,5118.44,0.0,0.5489,30,0.1625,0.0458,2.0,260.67,2,90,0,0.0684,0.9316,5118.44,0.6209,0.187241,2
LN000206,35,85963.55,7.8,CNPJ,621,673,52,Imobiliario,315996.45,147142.71,315996.45,147142.71,0.0,0.4656,222,0.0747,0.7189,0.3567,412455.72,1,30,0,0.5225,0.4775,147142.71,0.5458,0.067298,2
LN000207,60,126509.87,20.5,Aposentado,884,954,70,Imobiliario,196754.76,21948.98,196754.76,21948.98,0.0,0.1116,226,0.0606,0.0729,0.0851,258050.26,1,30,0,0.761,0.239,21948.98,0.4893,0.001042,2
LN000208,70,28730.23,2.8,CLT,752,816,64,Empresarial,86183.81,8533.22,7185.09,2955.98,4229.11,0.4114,34,0.2218,0.1247,1.1496,7422.76,0,0,0,0.1879,0.8121,4782.8,0.432,0.003632,1
LN000209,35,33621.91,9.5,CLT,545,660,115,Empresarial,36961.31,2890.52,8455.49,6825.75,1629.74,0.8073,31,0.2802,0.0361,1.5236,1897.15,0,0,0,0.2615,0.7385,8043.62,0.7473,0.008319,1
LN000210,60,21299.62,10.0,Aposentado,610,670,60,Pessoal,9429.66,4340.39,9429.66,4340.39,0.0,0.4603,22,0.2753,0.0856,2.0,442.76,1,90,0,0.0716,0.9284,4340.39,0.6192,0.078234,2
LN000211,35,202752.73,7.6,Servidor_Publico,752,674,-78,Imobiliario,149971.47,105582.41,149971.47,105582.41,0.0,0.704,236,0.1026,0.2187,0.4868,216887.92,2,30,0,0.7314,0.2686,105582.41,0.6564,0.007491,2
LN000212,57,66041.27,5.5,CLT,511,497,-14,Pessoal,15873.05,14508.7,15873.05,14508.7,0.0,0.914,46,0.2533,0.0923,2.0,1040.08,0,0,0,0.0539,0.9461,14508.7,0.7737,0.025522,1
LN000213,61,74003.78,1.8,CLT,803,816,13,Veiculos,31357.38,28497.34,31357.38,28497.34,0.0,0.9088,29,0.11,0.1617,0.837,34047.54,1,30,0,0.5078,0.4922,28497.34,0.7103,0.004384,2
LN000214,44,22671.51,9.6,Servidor_Publico,617,715,98,Imobiliario,92399.35,71861.85,92399.35,71861.85,0.0,0.7777,151,0.1071,1.3313,0.6285,114339.41,0,0,0,0.7524,0.2476,71861.85,0.7769,0.009923,1
LN000215,58,54135.18,14.1,CNPJ,755,721,-34,Imobiliario,617805.39,70249.46,617805.39,70249.46,0.0,0.1137,266,0.0628,0.545,0.1008,696711.32,0,0,0,0.7198,0.2802,70249.46,0.5214,0.00436,1
LN000216,35,75433.83,10.6,CLT,624,561,-63,Imobiliario,304500.86,199875.77,304500.86,199875.77,0.0,0.6564,163,0.0925,1.1129,0.5425,368419.66,0,0,0,0.7659,0.2341,199875.77,0.6247,0.047097,1
LN000217,25,45968.31,5.5,CLT,581,441,-140,Imobiliario,245680.63,133556.23,245680.63,133556.23,0.0,0.5436,323,0.1242,1.2203,0.4414,302566.73,2,30,0,0.5772,0.4228,133556.23,0.7237,0.474494,2
LN000218,26,109011.5,10.0,Aposentado,560,610,50,Pessoal,11365.68,9031.3,11365.68,9031.3,0.0,0.7946,32,0.1947,0.0348,2.0,2114.38,1,45,0,0.0973,0.9027,9031.3,0.695,0.039865,2
LN000219,44,243455.69,22.9,Servidor_Publico,875,875,0,Pessoal,16736.79,13121.98,16736.79,13121.98,0.0,0.784,44,0.2495,0.0226,2.0,2882.05,0,0,0,0.0912,0.9088,13121.98,0.6829,0.001196,1
LN000220,67,29272.66,6.6,CNPJ,611,531,-80,Empresarial,70067.67,41632.42,18772.76,6290.63,12482.13,0.3351,29,0.3236,0.5973,2.0,3087.21,2,30,0,0.1556,0.8444,13755.92,0.5981,0.184945,2
LN000221,28,27879.4,11.6,CLT,1000,1000,0,Empresarial,164644.5,134156.23,8117.06,5507.92,2609.13,0.6786,26,0.1755,2.0,2.0,6035.5,0,0,0,0.2841,0.7159,7009.03,0.5753,0.009712,1
LN000222,44,30621.53,12.5,CLT,669,628,-41,Cartao,45656.88,34429.93,6698.87,3152.71,3546.16,0.4706,38,0.3785,0.4722,2.0,3348.06,0,0,0,0.1184,0.8816,5633.76,0.6996,0.02656,1
LN000223,57,153895.56,3.9,Aposentado,539,424,-115,Imobiliario,206439.62,58848.66,206439.62,58848.66,0.0,0.2851,140,0.1,0.1606,0.2092,281242.74,0,0,0,0.7221,0.2779,58848.66,0.6033,0.01326,2
LN000224,32,106673.81,8.4,Servidor_Publico,443,527,84,Veiculos,30838.37,8661.18,30838.37,8661.18,0.0,0.2809,27,0.0866,0.0341,0.2516,34422.3,0,0,0,0.6772,0.3228,8661.18,0.7248,0.007021,1
LN000225,58,49607.98,8.5,CLT,810,640,-170,Imobiliario,543886.17,384922.57,543886.17,384922.57,0.0,0.7077,73,0.1296,2.0,0.5364,717627.64,2,90,1,0.6435,0.3565,384922.57,0.6871,0.381386,3
LN000226,37,55479.22,10.4,Servidor_Publico,624,619,-5,Pessoal,11439.19,7575.33,11439.19,7575.33,0.0,0.6622,31,0.332,0.0573,2.0,1325.33,3,60,0,0.144,0.856,7575.33,0.6874,0.117234,2
LN000227,62,31864.46,20.1,CLT,756,732,-24,Imobiliario,264844.52,115436.53,264844.52,115436.53,0.0,0.4359,92,0.1093,1.5215,0.3739,308776.42,1,15,0,0.7403,0.2597,115436.53,0.5207,0.050373,2
LN000228,50,96617.74,4.6,CLT,951,813,-138,Pessoal,5696.43,835.03,5696.43,835.03,0.0,0.1466,41,0.2815,0.0036,2.0,359.57,0,0,0,0.1243,0.8757,835.03,0.6161,0.005613,2
LN000229,49,42322.06,20.8,CLT,736,745,9,Imobiliario,280358.02,173133.83,280358.02,173133.83,0.0,0.6175,110,0.0831,1.7182,0.5151,336137.41,0,0,0,0.6238,0.3762,173133.83,0.6993,0.014546,1
LN000230,30,45750.15,14.7,Autonomo,693,625,-68,Pessoal,32424.12,19584.22,32424.12,19584.22,0.0,0.604,10,0.2584,0.1798,2.0,5275.17,1,120,0,0.1515,0.8485,19584.22,0.7331,0.3037,2
LN000231,45,80475.93,28.8,Servidor_Publico,809,920,111,Pessoal,10735.67,2355.64,10735.67,2355.64,0.0,0.2194,22,0.3449,0.0123,2.0,925.75,0,0,0,0.0553,0.9447,2355.64,0.696,0.000783,1
LN000232,64,47944.69,2.2,CNPJ,754,814,60,Imobiliario,253486.24,225309.93,253486.24,225309.93,0.0,0.8888,145,0.0794,1.9737,0.745,302411.29,0,0,0,0.678,0.322,225309.93,0.7039,0.012198,1
LN000233,22,46503.0,1.3,CLT,485,486,1,Empresarial,237384.17,116869.82,16968.79,5714.66,11254.13,0.3368,39,0.2843,1.0555,2.0,171.88,1,30,0,0.3982,0.6018,11976.58,0.5564,0.440171,2
